Test,Loc,Year,Genotype,Code,Rep,Plot,FC,MD,AgScore,PB,HT,DET,LOD,Yield,SDWT,Estimated_Seed_Count,Oil,Protein,Protein_Plus_Oil
Yield Test 4,Cas,2019,N18-1956,76,2,53,P,56,1.5,T,34,I,1.5,1768.548447,19.1,4172.251309,22.92,43.63,66.55
Yield Test 4,Cas,2019,N18-1859,55,2,66,P,53,2.5,G,37,D,2,964.5013867,17.3,2512.138728,22.98,42.92,65.9
Yield Test 4,Cas,2019,N18-1868,56,2,56,P,62,1.5,G,36,D,1.5,1398.149732,16,3937.5,20.91,48.09,69
Yield Test 4,Cas,2019,N18-1880,60,2,61,P,62,1.5,T,42,D,1.5,1516.21571,17.7,3859.887006,22.04,43.62,65.66
Yield Test 4,Cas,2019,N18-1891,63,2,54,P,62,2,T,44,D,2,1767.438804,21.5,3704.186047,20.93,48.76,69.69
Yield Test 4,Cas,2019,N18-1899,66,2,52,P,62,2,T,43,I,1.5,1307.602892,17.6,3347.727273,19.26,49.63,68.89
Yield Test 4,Cas,2019,N18-1916,70,2,57,P,62,1.5,T,38,D,1.5,1727.491669,16.6,4689.156627,22.51,42.5,65.01
Yield Test 4,Cas,2019,N18-1924,73,2,64,P,62,1.5,T,40,D,1.5,1450.302937,16,4084.375,22.35,44.26,66.61
Yield Test 4,Cas,2019,N18-1967,78,2,55,P,62,1.5,T,42,D,1.5,1584.125839,19.1,3737.172775,22.73,42.34,65.07
Yield Test 4,Cas,2019,N18-1970,79,2,70,P,62,2,T,36,I,1.5,1590.339838,18.6,3852.688172,22.39,45.16,67.55
Yield Test 4,Cas,2019,N18-1842,50,2,63,P,54,2,T,32,I,2,1094.773433,18.1,2725.414365,22.73,43.71,66.44
Yield Test 4,Cas,2019,N18-1979,82,2,60,P,62,1.5,T,40,D,1,1515.106067,14.2,4807.746479,22.12,44.89,67.01
Yield Test 4,Cas,2019,N18-1996,84,2,67,P,65,2,T,38,I,2,1299.169608,18.5,3164.324324,21,45.39,66.39
Yield Test 4,Cas,2019,N18-1997,85,2,58,P,62,2,T,40,D,1.5,1271.206614,17.6,3254.545455,23.55,41.61,65.16
Yield Test 4,Cas,2019,LMN09-19,86,2,68,S,62,1.5,G,42,D,1.5,1210.398197,16.9,3227.218935,20.54,48.09,68.63
Yield Test 4,Cas,2019,N13-47,87,2,65,P,56,2,T,43,I,2,1195.750914,13.7,3932.846715,25.41,37.97,63.38
Yield Test 4,Cas,2019,Dunphy,88,2,69,P,63,2,G,30,I,1,1080.570007,18,2705,22.5,41.23,63.73
Yield Test 4,Cas,2019,N.C. Raleigh,90,2,59,W,62,2.5,T,40,D,2,1503.787712,14.9,4547.651007,24.51,39.76,64.27
Yield Test 4,Cas,2019,N18-1871,57,2,71,P,62,2,T,38,I,1.5,1361.309596,18.4,3333.695652,24.37,42.58,66.95
Yield Test 4,Cas,2019,N18-1948,75,2,72,P,62,1.5,T,38,I,2,1330.017674,17.7,3385.875706,20.72,47.88,68.6
Yield Test 4,Cas,2019,N18-1876,58,2,73,P,55,3,T,34,I,2.5,1178.662417,17.5,3034.857143,22.96,44.45,67.41
Yield Test 4,Cas,2019,N18-1918,71,2,74,P,57,2.5,T,28,I,2,1282.746897,19.3,2994.818653,23.42,41.51,64.93
Yield Test 4,Cas,2019,Dilday,89,2,75,P,62,2,G,30,I,1,1208.40084,18.6,2927.419355,23.17,40.72,63.89
Yield Test 4,Cas,2019,N18-1971,80,2,76,P,62,2,T,33,D,1.5,1249.457618,15.8,3563.291139,21.17,48.38,69.55
Yield Test 4,Cas,2019,N18-1878,59,2,77,P,62,3,T,42,I,3,1442.535438,17.4,3735.632184,23.17,43.47,66.64
Yield Test 4,Cas,2019,N18-1973,81,2,78,P,55,2.5,T,36,I,2,1496.685999,18.6,3625.806452,24.27,43.15,67.42
Yield Test 4,Cas,2019,N18-1897,65,2,79,P,63,2,T,38,D,1.5,1468.057219,18.1,3654.696133,21.81,46.19,68
Yield Test 4,Cas,2019,N18-1889,61,2,80,P,62,2,T,40,D,1.5,1625.626474,17,4308.823529,21.38,49,70.38
Yield Test 4,Cas,2019,N18-1902,67,2,81,P,62,1.5,T,36,D,1,1599.660837,20.7,3482.125604,22.01,45.39,67.4
Yield Test 4,Cas,2019,N18-1851,54,2,82,P,56,2,T,30,I,1.5,1287.185468,15.2,3815.789474,21.6,44.66,66.26
Yield Test 4,Cas,2019,N18-1831,46,2,83,P,53,2.5,T,34,I,2,1284.078468,16.2,3571.604938,22.25,44.65,66.9
Yield Test 4,Cas,2019,N18-1846,51,2,84,P,62,1.5,T,36,D,1.5,1245.906761,16.1,3486.956522,22.47,41.85,64.32
Yield Test 4,Cas,2019,N18-1841,49,2,85,P,62,2,T,32,D,1.5,1499.349141,18.7,3612.834225,22.69,42,64.69
Yield Test 4,Cas,2019,N18-1930,74,2,86,P,62,1.5,T,30,D,1,1521.098137,17.8,3850.561798,22.79,40.59,63.38
Yield Test 4,Cas,2019,N18-1890,62,2,87,P,62,2.5,T,28,D,2,1396.818161,16.4,3837.804878,21.67,43.85,65.52
Yield Test 4,Cas,2019,N18-1965,77,2,88,P,62,2.5,T,34,I,2,1591.227552,17.8,4028.089888,22.58,45.22,67.8
Yield Test 4,Cas,2019,N18-1892,64,2,89,P,62,2,T,30,D,1.5,1269.209257,12.7,4503.149606,21.79,43.46,65.25
Yield Test 4,Cas,2019,N18-1850,53,2,90,P,52,2,T,38,I,1.5,1601.436265,14,5154.285714,22.95,43.68,66.63
Yield Test 4,Cas,2019,N18-1842,50,3,91,P,63,2,T,42,I,1.5,1845.779575,NA,NA,21.22,47.18,68.4
Yield Test 4,Cas,2019,N18-1918,71,3,92,P,62,2.5,T,32,I,1.5,1166.456348,NA,NA,21.89,44.8,66.69
Yield Test 4,Cas,2019,N.C. Raleigh,90,3,93,W,62,2,T,34,D,1.5,1585.901268,NA,NA,24.77,38.42,63.19
Yield Test 4,Cas,2019,N18-1996,84,3,94,P,64,2,T,28,I,1.5,1698.419032,NA,NA,20.88,46.81,67.69
Yield Test 4,Cas,2019,N18-1997,85,3,95,P,62,2,T,33,I,2,1541.73749,NA,NA,22.14,43.09,65.23
Yield Test 4,Cas,2019,N18-1916,70,3,96,P,62,2.5,T,33,I,1.5,1693.536604,NA,NA,21.8,42.92,64.72
Yield Test 4,Cas,2019,N18-1871,57,3,97,P,64,3,T,34,I,3,1963.623624,NA,NA,23.64,43.67,67.31
Yield Test 4,Cas,2019,N18-1971,80,3,98,P,57,2.5,T,30,I,2,1511.777139,NA,NA,20.97,49.27,70.24
Yield Test 4,Cas,2019,N18-1921,72,3,99,P,62,2.5,T,36,I,2,1478.48786,NA,NA,20.73,46.69,67.42
Yield Test 4,Cas,2019,N18-1904,68,3,100,P,62,2.5,T,40,I,2.5,2132.511234,NA,NA,21.61,43.69,65.3
Yield Test 4,Cas,2019,N18-1878,59,3,101,P,62,2,T,46,I,1.5,2095.227242,NA,NA,22.04,45.12,67.16
Yield Test 4,Cas,2019,N18-1859,55,3,102,P,62,2.5,S,34,I,1.5,1355.095598,NA,NA,21.34,46.7,68.04
Yield Test 4,Cas,2019,N18-1967,78,3,103,P,62,2,T,32,I,1.5,1705.076888,NA,NA,22.33,43.9,66.23
Yield Test 4,Cas,2019,N18-1880,60,3,104,P,62,3,T,32,I,2,1752.347664,NA,NA,21.41,43.53,64.94
Yield Test 4,Cas,2019,Dunphy,88,3,105,P,65,2.5,G,26,I,1,1693.314676,NA,NA,22.05,40.26,62.31
Yield Test 4,Cas,2019,N18-1956,76,3,106,P,64,2,T,40,I,1.5,1925.00806,NA,NA,22.05,44.6,66.65
Yield Test 4,Cas,2019,N18-1841,49,3,107,P,62,2.5,T,40,I,1.5,2153.594445,NA,NA,22.57,43.22,65.79
Yield Test 4,Cas,2019,N18-1851,54,3,108,P,53,2,G,40,D,1.5,1662.022753,NA,NA,22.91,43.33,66.24
Yield Test 4,Cas,2019,N18-1973,81,3,109,P,63,3.5,T,40,I,3,1562.154915,NA,NA,23.81,43.62,67.43
Yield Test 4,Cas,2019,N18-1889,61,3,110,P,62,2,T,38,D,1.5,1967.396409,NA,NA,21.77,47.01,68.78
Yield Test 4,Cas,2019,N18-1979,82,3,111,P,62,1.5,T,38,I,1.5,2043.074037,NA,NA,20.94,46.54,67.48
Yield Test 4,Cas,2019,N13-47,87,3,112,P,52,3,T,36,I,2.5,1660.691182,NA,NA,25.55,39.18,64.73
Yield Test 4,Cas,2019,N18-1892,64,3,113,P,62,3,T,38,I,3,1856.876002,836.7,100,21.22,45.72,66.94
Yield Test 4,Cas,2019,N18-1849,52,3,114,P,64,3.5,T,36,I,3,1794.070228,NA,NA,21.15,43.07,64.22
Yield Test 4,Cas,2019,N18-1850,53,3,115,P,62,2,T,42,I,2.5,1939.211486,NA,NA,20.85,46.27,67.12
Yield Test 4,Cas,2019,Dilday,89,3,116,P,73,3.5,T,40,I,1.5,1241.024334,NA,NA,21,42.83,63.83
Yield Test 4,Cas,2019,N18-1890,62,3,117,P,72,2.5,T,43,I,2.5,2027.760969,NA,NA,19.98,45.22,65.2
Yield Test 4,Cas,2019,N18-1839,48,3,118,P,65,3.5,T,38,I,2,1827.803364,NA,NA,21.61,45.68,67.29
Yield Test 4,Cas,2019,N18-1876,58,3,119,P,65,3.5,T,38,I,3,1383.502449,NA,NA,20.81,46.5,67.31
Yield Test 4,Cas,2019,LMN09-19,86,3,120,S,63,2.5,T,38,I,1,1753.457307,NA,NA,19.61,49.62,69.23
Yield Test 4,Cas,2019,N18-1924,73,3,121,P,62,1.5,T,36,I,1,1753.01345,NA,NA,22.27,43.23,65.5
Yield Test 4,Cas,2019,N18-1911,69,3,122,P,65,2.5,T,36,I,2.5,1230.371764,NA,NA,20.03,48.46,68.49
Yield Test 4,Cas,2019,N18-1930,74,3,123,P,67,2.5,T,38,I,1.5,2169.35137,NA,NA,21.59,41.29,62.88
Yield Test 4,Cas,2019,N18-1965,77,3,124,P,72,2.5,T,44,I,2,2018.883828,NA,NA,19.86,48.52,68.38
Yield Test 4,Cas,2019,N18-1897,65,3,125,P,66,2.5,T,35,I,2.5,1225.489337,NA,NA,20.34,46.57,66.91
Yield Test 4,Cas,2019,N18-1846,51,3,126,P,69,2,T,40,D,1.5,1168.675633,NA,NA,20.26,44.22,64.48
Yield Test 4,Cas,2019,N18-1868,56,3,127,P,69,3.5,T,40,I,2.5,1573.695199,NA,NA,19.81,48.78,68.59
Yield Test 4,Cas,2019,N18-1832,47,3,128,P,66,2.5,T,40,I,2,1392.157662,NA,NA,22.65,42.61,65.26
Yield Test 4,Cas,2019,N18-1970,79,3,129,P,66,3,T,38,I,3,1388.384877,NA,NA,22.19,44.03,66.22
Yield Test 4,Cas,2019,N18-1948,75,3,130,P,62,2,T,36,D,1.5,1683.54982,NA,NA,21.42,45.96,67.38
Yield Test 4,Cas,2019,N18-1993,83,3,131,P,63,2,T,40,D,1.5,2148.046231,NA,NA,22.58,43.09,65.67
Yield Test 4,Cas,2019,N18-1831,46,3,132,P,62,3.5,T,32,I,2,1458.070435,NA,NA,20.82,46.97,67.79
Yield Test 4,Cas,2019,N18-1902,67,3,133,P,64,3,T,40,I,3,1365.30431,NA,NA,20.48,46.56,67.04
Yield Test 4,Cas,2019,N18-1899,66,3,134,P,65,3,T,42,I,2,1388.606805,NA,NA,17.83,50.57,68.4
Yield Test 4,Cas,2019,N18-1891,63,3,135,P,54,4,T,34,I,2.5,905.2464695,NA,NA,22.17,45.64,67.81
